GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOB001,AOS001,AOS002,AOD001,AOD002,AOD003
"G0950415","1880","Dakota Territory","095","Davison","0415","Davison","37","350",1256,5170,61940,227234,19253,55736
"G0950435","1880","Dakota Territory","095","Day","0435","Day","37","370",97,238,700,6600,275,1415
"G0950455","1880","Dakota Territory","095","Delano","0455","Delano","37","375",0,0,0,0,0,0
"G0950475","1880","Dakota Territory","095","Desmet","0475","Desmet","36","200",0,0,0,0,0,0
"G0950495","1880","Dakota Territory","095","Deuel","0495","Deuel","37","390",2302,8501,76866,259034,41020,93572
"G0950515","1880","Dakota Territory","095","Douglas","0515","Douglas","37","430",6,0,160,300,0,0
"G0950535","1880","Dakota Territory","095","Edmunds","0535","Edmunds","37","450",0,0,0,0,0,0
"G0950555","1880","Dakota Territory","095","Emmons","0555","Emmons","36","290",38,649,971,7750,1405,11171
"G0950575","1880","Dakota Territory","095","Faulk","0575","Faulk","37","490",4,0,0,0,0,0
"G0950595","1880","Dakota Territory","095","Forsythe","0595","Forsythe","37","470",0,0,0,0,0,0
"G0950615","1880","Dakota Territory","095","Foster","0615","Foster","36","310",37,185,315,3000,1700,2750
"G0950617","1880","Dakota Territory","095","Fort Sisseton","0617","Fort Sisseton","37","8030",134,,,,,
"G0950635","1880","Dakota Territory","095","Gingras","0635","Gingras","36","320",0,0,0,0,0,0
"G0950655","1880","Dakota Territory","095","Grand Forks","0655","Grand Forks","36","350",6248,42967,164474,1361967,105026,263781
"G0950675","1880","Dakota Territory","095","Grant","0675","Grant","37","510",3010,3601,12974,80775,16460,29401
"G0950695","1880","Dakota Territory","095","Gregory","0695","Gregory","37","530",0,0,0,0,0,0
"G0950715","1880","Dakota Territory","095","Hamlin","0715","Hamlin","37","570",693,6275,17337,144575,11756,40145
"G0950735","1880","Dakota Territory","095","Hand","0735","Hand","37","590",153,0,0,0,0,0
"G0950755","1880","Dakota Territory","095","Hanson","0755","Hanson","37","610",1301,12877,48601,239395,28849,69838
"G0950775","1880","Dakota Territory","095","Howard","0775","Howard","36","415",12,0,0,0,0,0
"G0950795","1880","Dakota Territory","095","Hughes","0795","Hughes","37","650",268,146,2184,5720,2165,20415
"G0950815","1880","Dakota Territory","095","Hutchinson","0815","Hutchinson","37","670",5573,141386,74882,736656,138057,347784
"G0950835","1880","Dakota Territory","095","Hyde","0835","Hyde","37","690",0,0,0,0,0,0
"G0950875","1880","Dakota Territory","095","Kidder","0875","Kidder","36","430",89,3365,115,58350,2475,8725
"G0950895","1880","Dakota Territory","095","Kingsbury","0895","Kingsbury","37","770",1102,197,1563,3050,1960,5460
"G0950915","1880","Dakota Territory","095","La Moure","0915","La Moure","36","450",20,0,0,0,0,0
"G0950935","1880","Dakota Territory","095","Lake","0935","Lake","37","790",2657,17500,106331,449241,52706,134663
"G0950955","1880","Dakota Territory","095","Lawrence","0955","Lawrence","37","810",13248,20549,47445,470355,54936,241195
"G0950975","1880","Dakota Territory","095","Lincoln","0975","Lincoln","37","830",5896,76146,193242,1684278,128206,427560
"G0950995","1880","Dakota Territory","095","Logan","0995","Logan","36","470",0,0,0,0,0,0
"G0951015","1880","Dakota Territory","095","Lugenbeel","1015","Lugenbeel","37","845",0,0,0,0,0,0
"G0951035","1880","Dakota Territory","095","Lyman","1035","Lyman","37","850",124,60,0,150,0,2000
"G0951055","1880","Dakota Territory","095","Mandan","1055","Mandan","37","860",0,670,3650,10050,1200,20550
"G0951075","1880","Dakota Territory","095","McCook","1075","Mccook","37","870",1283,7746,40085,141401,20460,58837
"G0951095","1880","Dakota Territory","095","McHenry","1095","Mchenry","36","490",0,0,0,0,0,0
"G0951115","1880","Dakota Territory","095","McPherson","1115","Mcpherson","37","890",0,0,0,0,0,0
"G0951135","1880","Dakota Territory","095","Mercer","1135","Mercer","36","570",0,0,0,0,0,0
"G0951155","1880","Dakota Territory","095","Meyer","1155","Meyer","37","955",115,0,0,0,0,0
"G0951175","1880","Dakota Territory","095","Miner","1175","Miner","37","970",363,8242,20806,27015,6157,30582
"G0951195","1880","Dakota Territory","095","Minnehaha","1195","Minnehaha","37","990",8251,104618,175964,1821997,209507,443410
"G0951215","1880","Dakota Territory","095","Moody","1215","Moody","37","1010",3915,31440,146252,870245,97869,215974
"G0951235","1880","Dakota Territory","095","Morton","1235","Morton","36","590",200,0,0,0,0,0
"G0951255","1880","Dakota Territory","095","Mountraille","1255","Mountraille","36","610",13,0,0,0,0,0
"G0951275","1880","Dakota Territory","095","Pembina","1275","Pembina","36","670",4862,20879,88647,410185,44564,141914
"G0951295","1880","Dakota Territory","095","Pennington","1295","Pennington","37","1030",2244,1359,6627,58940,4715,128766
"G0951315","1880","Dakota Territory","095","Potter","1315","Potter","37","1070",0,40,5,1000,200,1950
"G0951335","1880","Dakota Territory","095","Pratt","1335","Pratt","37","1075",0,0,0,0,0,0
"G0951355","1880","Dakota Territory","095","Presho","1355","Presho","37","1078",0,0,0,0,0,0
"G0951375","1880","Dakota Territory","095","Ramsey","1375","Ramsey","36","710",281,50,110,600,260,700
"G0951395","1880","Dakota Territory","095","Ransom","1395","Ransom","36","730",537,702,5861,41100,8935,12885
"G0951415","1880","Dakota Territory","095","Renville","1415","Renville","36","750",0,0,0,0,0,0
"G0951435","1880","Dakota Territory","095","Richland","1435","Richland","36","770",3597,14743,36360,463380,57565,101848
"G0951455","1880","Dakota Territory","095","Rolette","1455","Rolette","36","790",0,0,0,0,0,0
"G0951475","1880","Dakota Territory","095","Rusk","1475","Rusk","37","410",46,0,0,0,0,0
"G0951495","1880","Dakota Territory","095","Shannon","1495","Shannon","37","1130",113,175,3025,9850,4475,124550
"G0951515","1880","Dakota Territory","095","Sheridan","1515","Sheridan","36","830",0,0,0,0,0,0
"G0951527","1880","Dakota Territory","095","Sisseton and Wahpeton Indian Reservations","1527","Sisseton and Wahpeton Indian Reservations","37","8010",73,60,0,2000,230,1325
"G0951535","1880","Dakota Territory","095","Spink","1535","Spink","37","1150",477,4335,17185,54425,7725,27155
"G0951555","1880","Dakota Territory","095","Stanley","1555","Stanley","37","1170",793,0,1120,1400,600,2935
"G0951575","1880","Dakota Territory","095","Stark","1575","Stark","36","890",0,0,0,0,0,0
"G0951595","1880","Dakota Territory","095","Stevens","1595","Stevens","36","915",247,1365,897,10740,2685,5650
"G0951615","1880","Dakota Territory","095","Stutsman","1615","Stutsman","36","930",1007,9319,44832,224500,28330,55811
"G0951635","1880","Dakota Territory","095","Sully","1635","Sully","37","1190",296,0,0,0,0,0
"G0951655","1880","Dakota Territory","095","Todd","1655","Todd","37","1195",203,0,0,0,0,0
"G0951675","1880","Dakota Territory","095","Traill","1675","Traill","36","970",4123,39088,166221,1506597,147671,238246
"G0951695","1880","Dakota Territory","095","Tripp","1695","Tripp","37","1230",0,0,0,0,0,0
"G0951715","1880","Dakota Territory","095","Turner","1715","Turner","37","1250",5320,41212,183942,959250,104055,310748
"G0951735","1880","Dakota Territory","095","Union","1735","Union","37","1270",6813,89846,121437,1224319,110465,494460
"G0951755","1880","Dakota Territory","095","Unorganized Territory","1755","Unorganized Territory","37","9995",0,,,,,
"G0951775","1880","Dakota Territory","095","Wallette","1775","Wallette","36","987",432,0,0,0,0,0
"G0951795","1880","Dakota Territory","095","Walworth","1795","Walworth","37","1290",46,85,162,4700,520,3800
"G0951815","1880","Dakota Territory","095","White River","1815","White River","37","710",0,0,0,0,0,0
"G0951835","1880","Dakota Territory","095","Williams","1835","Williams","36","1035",14,0,0,0,0,0
"G0951855","1880","Dakota Territory","095","Yankton","1855","Yankton","37","1350",8390,47017,134466,1242310,149083,396502
"G0951875","1880","Dakota Territory","095","Ziebach","1875","Ziebach","37","1355",0,0,0,0,0,0
"G1000010","1880","Delaware","100","Kent","0010","Kent","11","10",32874,231216,88393,10068392,542052,1012570
"G1000030","1880","Delaware","100","New Castle","0030","New Castle","11","30",77716,212405,41534,18757864,644360,1456540
"G1000050","1880","Delaware","100","Sussex","0050","Sussex","11","50",36018,303337,213360,7963417,318155,950970
"G1100010","1880","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",177624,12632,5514,3632403,36798,123300
"G1200010","1880","Florida","120","Alachua","0010","Alachua","43","10",16462,56166,114278,1135014,35757,295595
"G1200030","1880","Florida","120","Baker","0030","Baker","43","30",2303,5140,152948,76295,4593,71235
"G1200070","1880","Florida","120","Bradford","0070","Bradford","43","70",6112,22470,45102,441013,11982,157559
"G1200090","1880","Florida","120","Brevard","0090","Brevard","43","90",1478,1956,20070,309055,6823,204051
"G1200130","1880","Florida","120","Calhoun","0130","Calhoun","43","130",1580,3754,19377,213370,5514,43067
"G1200190","1880","Florida","120","Clay","0190","Clay","43","190",2838,4610,25793,307300,8688,83420
"G1200230","1880","Florida","120","Columbia","0230","Columbia","43","230",9589,47937,120814,562528,27376,209931
"G1200250","1880","Florida","120","Dade","0250","Dade","43","250",257,0,0,0,0,0
"G1200310","1880","Florida","120","Duval","0310","Duval","43","310",19431,6628,61781,1320684,35904,98096
"G1200330","1880","Florida","120","Escambia","0330","Escambia","43","330",12156,2349,17111,43625,819,19930
"G1200370","1880","Florida","120","Franklin","0370","Franklin","43","370",1791,531,5085,20770,1873,13713
"G1200390","1880","Florida","120","Gadsden","0390","Gadsden","43","390",12169,66887,158960,545658,32063,172429
"G1200470","1880","Florida","120","Hamilton","0470","Hamilton","43","470",6790,41081,94086,375946,17314,156763
"G1200530","1880","Florida","120","Hernando","0530","Hernando","43","530",4248,15396,63961,366620,9895,222139
"G1200570","1880","Florida","120","Hillsborough","0570","Hillsborough","43","570",5814,13383,61689,583767,18003,225049
"G1200590","1880","Florida","120","Holmes","0590","Holmes","43","590",2170,16139,16433,66066,15285,77746
"G1200630","1880","Florida","120","Jackson","0630","Jackson","43","630",14372,85356,173152,520250,47643,249937
"G1200650","1880","Florida","120","Jefferson","0650","Jefferson","43","650",16065,110189,83975,1026180,64777,241060
"G1200670","1880","Florida","120","Lafayette","0670","Lafayette","43","670",2441,8714,17867,100970,4755,87132
"G1200730","1880","Florida","120","Leon","0730","Leon","43","730",19662,108048,73311,1026667,45819,253691
"G1200750","1880","Florida","120","Levy","0750","Levy","43","750",5767,18117,64391,275891,17384,140920
"G1200770","1880","Florida","120","Liberty","0770","Liberty","43","770",1362,3709,70196,68843,6542,42772
"G1200790","1880","Florida","120","Madison","0790","Madison","43","790",14798,87809,103817,724566,44772,255409
"G1200810","1880","Florida","120","Manatee","0810","Manatee","43","810",3544,5496,10376,308953,12621,339871
"G1200830","1880","Florida","120","Marion","0830","Marion","43","830",13046,52888,163650,1294066,44391,293360
"G1200870","1880","Florida","120","Monroe","0870","Monroe","43","870",10940,1705,4054,83200,1275,111185
"G1200890","1880","Florida","120","Nassau","0890","Nassau","43","890",6635,5539,58864,133005,4570,74597
"G1200950","1880","Florida","120","Orange","0950","Orange","43","950",6618,19024,123241,3245510,30512,174228
"G1201050","1880","Florida","120","Polk","1050","Polk","43","1050",3181,9383,12548,313596,13619,190381
"G1201070","1880","Florida","120","Putnam","1070","Putnam","43","1070",6261,14414,64257,2103990,23355,84877
"G1201090","1880","Florida","120","St Johns","1090","St Johns","43","1090",4535,4203,26766,737688,13995,66271
"G1201130","1880","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",6645,1937,26258,36475,2371,13419
"G1201190","1880","Florida","120","Sumter","1190","Sumter","43","1190",4686,16757,56614,388890,9908,116689
"G1201210","1880","Florida","120","Suwannee","1210","Suwannee","43","1210",7161,37778,81133,410992,25310,158215
"G1201230","1880","Florida","120","Taylor","1230","Taylor","43","1230",2279,9573,24530,95655,4749,76483
"G1201270","1880","Florida","120","Volusia","1270","Volusia","43","1270",3294,6108,36316,745910,9994,47894
"G1201290","1880","Florida","120","Wakulla","1290","Wakulla","43","1290",2723,13680,54732,114565,7239,59024
"G1201310","1880","Florida","120","Walton","1310","Walton","43","1310",4201,10603,25690,63531,10345,132937
"G1201330","1880","Florida","120","Washington","1330","Washington","43","1330",4089,12183,16458,104731,11831,97905
"G1300010","1880","Georgia","130","Appling","0010","Appling","44","10",5276,13342,361828,160101,9046,176004
"G1300070","1880","Georgia","130","Baker","0070","Baker","44","70",7307,71992,71072,481014,20075,156841
"G1300090","1880","Georgia","130","Baldwin","0090","Baldwin","44","90",13806,64675,84710,755697,40284,193108
"G1300110","1880","Georgia","130","Banks","0110","Banks","44","110",7337,32738,87765,535407,20773,101536
"G1300150","1880","Georgia","130","Bartow","0150","Bartow","44","150",18690,91325,131299,2162212,85070,303029
"G1300190","1880","Georgia","130","Berrien","0190","Berrien","44","190",6619,26394,281298,425850,17323,199298
"G1300210","1880","Georgia","130","Bibb","0210","Bibb","44","210",27147,56017,63025,862859,40812,163386
"G1300270","1880","Georgia","130","Brooks","0270","Brooks","44","270",11727,76453,199448,1044920,62030,256031
"G1300290","1880","Georgia","130","Bryan","0290","Bryan","44","290",4929,15771,187355,302560,19981,110625
"G1300310","1880","Georgia","130","Bulloch","0310","Bulloch","44","310",8053,36679,385993,719204,32702,297065
"G1300330","1880","Georgia","130","Burke","0330","Burke","44","330",27128,238143,258143,1921795,131647,525775
"G1300350","1880","Georgia","130","Butts","0350","Butts","44","350",8311,50022,61061,793693,43257,159536
"G1300370","1880","Georgia","130","Calhoun","0370","Calhoun","44","370",7024,61977,90950,433154,30320,133019
"G1300390","1880","Georgia","130","Camden","0390","Camden","44","390",6183,10181,119836,396356,27620,103265
"G1300395","1880","Georgia","130","Campbell","0395","Campbell","44","410",9970,62030,77417,1022307,49746,181570
"G1300450","1880","Georgia","130","Carroll","0450","Carroll","44","450",16901,92360,162617,1340381,55978,304676
"G1300470","1880","Georgia","130","Catoosa","0470","Catoosa","44","470",4739,27421,52166,532310,25902,94026
"G1300490","1880","Georgia","130","Charlton","0490","Charlton","44","490",2154,5081,89801,57005,4837,75274
"G1300510","1880","Georgia","130","Chatham","0510","Chatham","44","510",45023,23957,64906,1066495,62377,131807
"G1300530","1880","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",5670,45266,87879,458188,18528,96047
"G1300550","1880","Georgia","130","Chattooga","0550","Chattooga","44","550",10021,52166,102276,952572,38442,201800
"G1300570","1880","Georgia","130","Cherokee","0570","Cherokee","44","570",14325,65201,165756,1148398,49739,238944
"G1300590","1880","Georgia","130","Clarke","0590","Clarke","44","590",11702,24701,34574,501429,24905,75258
"G1300610","1880","Georgia","130","Clay","0610","Clay","44","610",6650,55043,67004,497840,24252,109198
"G1300630","1880","Georgia","130","Clayton","0630","Clayton","44","630",8027,40985,41248,610360,31384,125642
"G1300650","1880","Georgia","130","Clinch","0650","Clinch","44","650",4138,15162,221830,241630,15083,145797
"G1300670","1880","Georgia","130","Cobb","0670","Cobb","44","670",20748,91261,120152,1932192,104851,315532
"G1300690","1880","Georgia","130","Coffee","0690","Coffee","44","690",5070,31792,344906,263235,20999,299523
"G1300710","1880","Georgia","130","Colquitt","0710","Colquitt","44","710",2527,13954,143677,111914,12516,74446
