GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003
"G0801210","1890","Colorado","080","Washington","1210","Washington","62","1210",2301,21928,55413,528570,28620,191370
"G0801230","1890","Colorado","080","Weld","1230","Weld","62","1230",11736,203382,165399,7775890,268340,2321750
"G0801250","1890","Colorado","080","Yuma","1250","Yuma","62","1250",2596,33037,76833,699810,34260,204370
"G0900010","1890","Connecticut","090","Fairfield","0010","Fairfield","1","10",150081,202407,83294,23831976,531090,1763390
"G0900030","1890","Connecticut","090","Hartford","0030","Hartford","1","30",147180,238174,102586,19255110,675650,1847045
"G0900050","1890","Connecticut","090","Litchfield","0050","Litchfield","1","50",53542,289455,178597,13893590,434590,1950840
"G0900070","1890","Connecticut","090","Middlesex","0070","Middlesex","1","70",39524,94455,65961,5955520,205660,619907
"G0900090","1890","Connecticut","090","New Haven","0090","New Haven","1","90",209058,144064,101959,12565430,436375,1252760
"G0900110","1890","Connecticut","090","New London","0110","New London","1","110",76634,163685,148603,8203040,310740,1023266
"G0900130","1890","Connecticut","090","Tolland","0130","Tolland","1","130",25081,96062,95511,4979740,220090,641030
"G0900150","1890","Connecticut","090","Windham","0150","Windham","1","150",45158,151117,97502,6316190,261300,876380
"G1000010","1890","Delaware","100","Kent","0010","Kent","11","10",32664,251493,81835,11920410,658430,1326740
"G1000030","1890","Delaware","100","New Castle","0030","New Castle","11","30",97182,203167,43680,18581940,691910,1695430
"G1000050","1890","Delaware","100","Sussex","0050","Sussex","11","50",38647,307995,167522,9083730,485230,1176640
"G1100010","1890","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",230392,9898,1847,6471120,79760,129120
"G1200010","1890","Florida","120","Alachua","0010","Alachua","43","10",22934,74841,135811,2959640,67260,383320
"G1200030","1890","Florida","120","Baker","0030","Baker","43","30",3333,8369,40072,319450,10440,109810
"G1200070","1890","Florida","120","Bradford","0070","Bradford","43","70",7516,24119,59498,777450,28830,191260
"G1200090","1890","Florida","120","Brevard","0090","Brevard","43","90",3401,2311,15544,1689300,4170,36360
"G1200130","1890","Florida","120","Calhoun","0130","Calhoun","43","130",1681,2982,11741,55530,5660,39500
"G1200170","1890","Florida","120","Citrus","0170","Citrus","43","170",2394,6281,28015,959020,16490,62700
"G1200190","1890","Florida","120","Clay","0190","Clay","43","190",5154,4675,27460,373240,9860,81970
"G1200230","1890","Florida","120","Columbia","0230","Columbia","43","230",12877,71992,111639,1243070,42910,271370
"G1200250","1890","Florida","120","Dade","0250","Dade","43","250",861,941,30712,1107630,6250,4670
"G1200270","1890","Florida","120","DeSoto","0270","De Soto","43","270",4944,3135,23437,657350,11760,178310
"G1200310","1890","Florida","120","Duval","0310","Duval","43","310",26800,8849,54365,1157960,21000,147650
"G1200330","1890","Florida","120","Escambia","0330","Escambia","43","330",20188,4415,17713,173120,6190,75030
"G1200370","1890","Florida","120","Franklin","0370","Franklin","43","370",3308,202,4027,20200,240,7450
"G1200390","1890","Florida","120","Gadsden","0390","Gadsden","43","390",11894,54531,100075,600060,42930,198220
"G1200470","1890","Florida","120","Hamilton","0470","Hamilton","43","470",8507,57031,86752,632250,29330,202620
"G1200530","1890","Florida","120","Hernando","0530","Hernando","43","530",2476,7093,32125,583300,7810,69900
"G1200570","1890","Florida","120","Hillsborough","0570","Hillsborough","43","570",14941,13518,64375,2964910,32570,228870
"G1200590","1890","Florida","120","Holmes","0590","Holmes","43","590",4336,16524,65230,250390,17110,113200
"G1200630","1890","Florida","120","Jackson","0630","Jackson","43","630",17544,111484,175556,1062110,73730,364820
"G1200650","1890","Florida","120","Jefferson","0650","Jefferson","43","650",15757,93577,61711,1113200,36980,282830
"G1200670","1890","Florida","120","Lafayette","0670","Lafayette","43","670",3686,18467,44491,295340,24500,169440
"G1200690","1890","Florida","120","Lake","0690","Lake","43","690",8034,22219,101317,6194720,60060,153910
"G1200710","1890","Florida","120","Lee","0710","Lee","43","710",1414,1449,9781,280200,7580,171290
"G1200730","1890","Florida","120","Leon","0730","Leon","43","730",17752,101904,61914,1130560,53980,263710
"G1200750","1890","Florida","120","Levy","0750","Levy","43","750",6586,28459,59374,750820,24570,165760
"G1200770","1890","Florida","120","Liberty","0770","Liberty","43","770",1452,2099,18478,48450,1890,13850
"G1200790","1890","Florida","120","Madison","0790","Madison","43","790",14316,100485,119834,1308570,45160,310460
"G1200810","1890","Florida","120","Manatee","0810","Manatee","43","810",2895,3459,18279,778050,11800,123870
"G1200830","1890","Florida","120","Marion","0830","Marion","43","830",20796,65315,144702,8499650,92940,487460
"G1200870","1890","Florida","120","Monroe","0870","Monroe","43","870",18786,213,963,29750,100,0
"G1200890","1890","Florida","120","Nassau","0890","Nassau","43","890",8294,7756,69381,216910,8610,100680
"G1200950","1890","Florida","120","Orange","0950","Orange","43","950",12584,24561,82711,10588140,82070,214490
"G1200970","1890","Florida","120","Osceola","0970","Osceola","43","970",3133,1803,4963,225050,2910,47930
"G1201010","1890","Florida","120","Pasco","1010","Pasco","43","1010",4249,13427,56092,2359680,22820,140620
"G1201050","1890","Florida","120","Polk","1050","Polk","43","1050",7905,17431,81325,2497010,35000,289520
"G1201070","1890","Florida","120","Putnam","1070","Putnam","43","1070",11186,20608,79015,5406900,41460,190010
"G1201090","1890","Florida","120","St Johns","1090","St Johns","43","1090",8712,4627,50952,1758090,14610,121760
"G1201130","1890","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",7961,5513,36825,210240,8460,168490
"G1201190","1890","Florida","120","Sumter","1190","Sumter","43","1190",5363,23303,61891,3644990,31510,174870
"G1201210","1890","Florida","120","Suwannee","1210","Suwannee","43","1210",10524,57621,104349,856380,42110,269430
"G1201230","1890","Florida","120","Taylor","1230","Taylor","43","1230",2122,8508,27529,121390,6500,65060
"G1201270","1890","Florida","120","Volusia","1270","Volusia","43","1270",8467,16185,48402,6262100,42010,231640
"G1201290","1890","Florida","120","Wakulla","1290","Wakulla","43","1290",3117,11422,36829,111330,11640,59730
"G1201310","1890","Florida","120","Walton","1310","Walton","43","1310",4816,8152,30119,214470,3230,90060
"G1201330","1890","Florida","120","Washington","1330","Washington","43","1330",6426,13837,33419,257210,11000,69080
"G1300010","1890","Georgia","130","Appling","0010","Appling","44","10",8676,20288,273935,531430,19160,249000
"G1300070","1890","Georgia","130","Baker","0070","Baker","44","70",6144,60304,46141,405420,24720,171250
"G1300090","1890","Georgia","130","Baldwin","0090","Baldwin","44","90",14608,63923,59753,709220,39130,186120
"G1300110","1890","Georgia","130","Banks","0110","Banks","44","110",8562,41752,69475,754750,23060,138750
"G1300150","1890","Georgia","130","Bartow","0150","Bartow","44","150",20616,96270,109155,2223300,69470,378610
"G1300190","1890","Georgia","130","Berrien","0190","Berrien","44","190",10694,40510,243907,856720,43860,267800
"G1300210","1890","Georgia","130","Bibb","0210","Bibb","44","210",42370,61609,65984,1544650,40370,225730
"G1300270","1890","Georgia","130","Brooks","0270","Brooks","44","270",13979,82830,162825,1168670,69890,285900
"G1300290","1890","Georgia","130","Bryan","0290","Bryan","44","290",5520,18188,171650,395940,15740,126220
"G1300310","1890","Georgia","130","Bulloch","0310","Bulloch","44","310",13712,66452,367752,1658890,45170,401620
"G1300330","1890","Georgia","130","Burke","0330","Burke","44","330",28501,246517,204760,2700330,158480,632460
"G1300350","1890","Georgia","130","Butts","0350","Butts","44","350",10565,54303,54384,936310,29730,191770
"G1300370","1890","Georgia","130","Calhoun","0370","Calhoun","44","370",8438,70150,81042,661370,47470,208240
"G1300390","1890","Georgia","130","Camden","0390","Camden","44","390",6178,7122,90524,313570,13580,115160
"G1300395","1890","Georgia","130","Campbell","0395","Campbell","44","410",9115,58376,68569,1011250,30720,144390
"G1300450","1890","Georgia","130","Carroll","0450","Carroll","44","450",22301,116214,119771,1811050,59350,403790
"G1300470","1890","Georgia","130","Catoosa","0470","Catoosa","44","470",5431,34489,58100,734900,29340,140500
"G1300490","1890","Georgia","130","Charlton","0490","Charlton","44","490",3335,6374,122016,117320,5850,114530
"G1300510","1890","Georgia","130","Chatham","0510","Chatham","44","510",57740,24804,59004,3021600,53500,173660
"G1300530","1890","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",4902,41700,81477,399160,13740,81410
"G1300550","1890","Georgia","130","Chattooga","0550","Chattooga","44","550",11202,62166,89063,1258080,36520,239120
"G1300570","1890","Georgia","130","Cherokee","0570","Cherokee","44","570",15412,76671,138673,1361870,35100,265540
"G1300590","1890","Georgia","130","Clarke","0590","Clarke","44","590",15186,32878,24142,766810,14890,118620
"G1300610","1890","Georgia","130","Clay","0610","Clay","44","610",7817,39776,40909,435230,19310,115050
"G1300630","1890","Georgia","130","Clayton","0630","Clayton","44","630",8295,43328,40649,1042420,29690,154600
"G1300650","1890","Georgia","130","Clinch","0650","Clinch","44","650",6652,14566,190288,249470,10570,106190
"G1300670","1890","Georgia","130","Cobb","0670","Cobb","44","670",22286,98240,80609,2058610,74860,322930
"G1300690","1890","Georgia","130","Coffee","0690","Coffee","44","690",10483,29235,526971,821520,53670,405000
"G1300710","1890","Georgia","130","Colquitt","0710","Colquitt","44","710",4794,19138,180589,429330,13260,162150
"G1300730","1890","Georgia","130","Columbia","0730","Columbia","44","730",11281,74119,77129,1114470,43160,198450
"G1300770","1890","Georgia","130","Coweta","0770","Coweta","44","770",22354,138994,111466,2507640,84445,400170
"G1300790","1890","Georgia","130","Crawford","0790","Crawford","44","790",9315,73141,93465,788580,38710,204970
"G1300830","1890","Georgia","130","Dade","0830","Dade","44","830",5707,19561,32016,545620,15870,104790
"G1300850","1890","Georgia","130","Dawson","0850","Dawson","44","850",5612,42120,82436,535230,15550,117300
"G1300870","1890","Georgia","130","Decatur","0870","Decatur","44","870",19949,82126,208225,975960,31430,400930
"G1300890","1890","Georgia","130","DeKalb","0890","De Kalb","44","890",17189,69921,75843,2957890,41950,313190
"G1300910","1890","Georgia","130","Dodge","0910","Dodge","44","910",11452,38003,134244,643190,29710,165210
"G1300930","1890","Georgia","130","Dooly","0930","Dooly","44","930",18146,95188,142109,1102400,74680,359130
"G1300950","1890","Georgia","130","Dougherty","0950","Dougherty","44","950",12206,71073,37092,664540,40870,199170
"G1300970","1890","Georgia","130","Douglas","0970","Douglas","44","970",7794,50013,58580,983310,31330,146820
"G1300990","1890","Georgia","130","Early","0990","Early","44","990",9792,63994,85566,595280,25340,207150
"G1301010","1890","Georgia","130","Echols","1010","Echols","44","1010",3079,17851,100734,173320,10870,90500
"G1301030","1890","Georgia","130","Effingham","1030","Effingham","44","1030",5599,26804,167683,473430,22790,135070
"G1301050","1890","Georgia","130","Elbert","1050","Elbert","44","1050",15376,92118,72724,1331950,42730,274800
"G1301070","1890","Georgia","130","Emanuel","1070","Emanuel","44","1070",14703,75531,398340,1307280,59480,428350
"G1301110","1890","Georgia","130","Fannin","1110","Fannin","44","1110",8724,41332,136817,483130,18150,148670
"G1301130","1890","Georgia","130","Fayette","1130","Fayette","44","1130",8728,54784,46271,993240,28010,168040
"G1301150","1890","Georgia","130","Floyd","1150","Floyd","44","1150",28391,104530,141889,3022660,88540,509720
"G1301170","1890","Georgia","130","Forsyth","1170","Forsyth","44","1170",11155,65873,71513,888420,32940,200350
"G1301190","1890","Georgia","130","Franklin","1190","Franklin","44","1190",14670,75415,107269,1372800,49700,251410
"G1301210","1890","Georgia","130","Fulton","1210","Fulton","44","1210",84655,33956,40211,5035230,47730,223250
"G1301230","1890","Georgia","130","Gilmer","1230","Gilmer","44","1230",9074,38289,183539,521310,15090,152330
"G1301250","1890","Georgia","130","Glascock","1250","Glascock","44","1250",3720,32637,47423,327360,20570,84090
"G1301270","1890","Georgia","130","Glynn","1270","Glynn","44","1270",13420,5151,48653,316620,6260,74080
"G1301290","1890","Georgia","130","Gordon","1290","Gordon","44","1290",12758,89570,90595,1545840,47850,294410
"G1301330","1890","Georgia","130","Greene","1330","Greene","44","1330",17051,136503,87469,1829870,94530,336950
"G1301350","1890","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",19899,123381,151603,1740130,47840,345500
"G1301370","1890","Georgia","130","Habersham","1370","Habersham","44","1370",11573,34473,148319,772840,22290,141210
"G1301390","1890","Georgia","130","Hall","1390","Hall","44","1390",18047,75200,146209,1365130,41160,258460
"G1301410","1890","Georgia","130","Hancock","1410","Hancock","44","1410",17149,124980,136423,1661670,61370,336850
"G1301430","1890","Georgia","130","Haralson","1430","Haralson","44","1430",11316,39060,76705,750530,27620,141560
"G1301450","1890","Georgia","130","Harris","1450","Harris","44","1450",16797,126348,110578,1476250,51370,310900
"G1301470","1890","Georgia","130","Hart","1470","Hart","44","1470",10887,73486,65591,1145210,37650,192550
"G1301490","1890","Georgia","130","Heard","1490","Heard","44","1490",9557,66404,93606,915800,35470,196060
"G1301510","1890","Georgia","130","Henry","1510","Henry","44","1510",16220,109749,73742,1384380,71800,321750
"G1301530","1890","Georgia","130","Houston","1530","Houston","44","1530",21613,190055,111197,2525040,102060,428010
"G1301550","1890","Georgia","130","Irwin","1550","Irwin","44","1550",6316,30273,318399,725670,27850,205670
"G1301570","1890","Georgia","130","Jackson","1570","Jackson","44","1570",19176,123745,84176,1771370,81380,379290
"G1301590","1890","Georgia","130","Jasper","1590","Jasper","44","1590",13879,99767,94100,1171870,37430,275940
"G1301630","1890","Georgia","130","Jefferson","1630","Jefferson","44","1630",17213,112863,124205,1513360,79870,338800
"G1301670","1890","Georgia","130","Johnson","1670","Johnson","44","1670",6129,26839,68116,489810,12150,104650
"G1301690","1890","Georgia","130","Jones","1690","Jones","44","1690",12709,118016,100834,1350220,54580,306490
"G1301750","1890","Georgia","130","Laurens","1750","Laurens","44","1750",13747,95167,209250,1190090,55835,287490
"G1301770","1890","Georgia","130","Lee","1770","Lee","44","1770",9074,84967,76227,696500,44770,190920
"G1301790","1890","Georgia","130","Liberty","1790","Liberty","44","1790",12887,41528,254298,672320,28430,279100
"G1301810","1890","Georgia","130","Lincoln","1810","Lincoln","44","1810",6146,50601,71011,664770,25980,133690
"G1301850","1890","Georgia","130","Lowndes","1850","Lowndes","44","1850",15102,91868,165448,984090,65990,286680
"G1301870","1890","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",6867,26064,86323,331720,14450,88660
"G1301890","1890","Georgia","130","McDuffie","1890","Mcduffie","44","1890",8789,59536,62619,597830,23820,137830
"G1301910","1890","Georgia","130","McIntosh","1910","Mcintosh","44","1910",6470,19240,37704,522030,18400,71900
"G1301930","1890","Georgia","130","Macon","1930","Macon","44","1930",13183,106069,71672,1143390,45630,237160
"G1301950","1890","Georgia","130","Madison","1950","Madison","44","1950",11024,66376,89442,1083390,41250,208590
