GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,AE6001,AE6002,AE6003,AEE001,AEF001,AEF002
"G1800530","1850","Indiana","180","Grant","0530","Grant","22","530",11092,10945,147,0,1192596,61650,163745
"G1800550","1850","Indiana","180","Greene","0550","Greene","22","550",12313,12238,75,0,1034484,60540,256655
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton","22","570",12684,12502,182,0,1618531,98325,285270
"G1800590","1850","Indiana","180","Hancock","0590","Hancock","22","590",9698,9594,104,0,1405948,77797,238524
"G1800610","1850","Indiana","180","Harrison","0610","Harrison","22","610",15286,15195,91,0,1692289,108611,318638
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks","22","630",14083,14047,36,0,2651292,119032,464578
"G1800650","1850","Indiana","180","Henry","0650","Henry","22","650",17605,17318,287,0,2995545,121372,369244
"G1800670","1850","Indiana","180","Howard","0670","Howard","22","670",6657,6552,105,0,748268,30088,95214
"G1800690","1850","Indiana","180","Huntington","0690","Huntington","22","690",7850,7847,3,0,908669,48013,42611
"G1800710","1850","Indiana","180","Jackson","0710","Jackson","22","710",11047,10833,214,0,992532,55128,249233
"G1800730","1850","Indiana","180","Jasper","0730","Jasper","22","730",3540,3539,1,0,406790,22048,117746
"G1800750","1850","Indiana","180","Jay","0750","Jay","22","750",7047,7017,30,0,799400,48301,154383
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson","22","770",23916,23348,568,0,2062495,101002,341111
"G1800790","1850","Indiana","180","Jennings","0790","Jennings","22","790",12096,11773,323,0,1067030,88717,250518
"G1800810","1850","Indiana","180","Johnson","0810","Johnson","22","810",12101,12086,15,0,1928575,97233,322704
"G1800830","1850","Indiana","180","Knox","0830","Knox","22","830",11084,10554,530,0,823033,51994,230792
